id,host_id,host_is_superhost,host_listings_count,property_type,room_type,price,minimum_nights,number_of_reviews,review_scores_rating,reviews_per_month
26905174,179297180,FALSE,11,Entire rental unit,Entire home/apt,$299.00,2,46,4.59,1.29
26909754,102192914,FALSE,6,Private room in rental unit,Private room,$59.00,1,52,4.33,1.59
26914044,202492873,FALSE,3,Private room in guest suite,Private room,$97.00,2,0,NA,NA
26917003,147479979,FALSE,1,Entire rental unit,Entire home/apt,$250.00,9,0,NA,NA
26939744,8604186,TRUE,3,Entire rental unit,Entire home/apt,$118.00,2,95,4.89,3.8
26940647,132992706,FALSE,8,Entire condominium (condo),Entire home/apt,$200.00,1,2,5,0.06
26955327,196639124,FALSE,1,Private room in casa particular,Private room,$46.00,1,1,0,0.03
26972780,202954108,TRUE,1,Private room in castle,Private room,$89.00,1,38,4.95,1.08
26977558,127168590,TRUE,1,Entire residential home,Entire home/apt,$120.00,1,113,4.88,3.17
26979375,49990117,TRUE,6,Entire rental unit,Entire home/apt,$450.00,3,3,5,0.11
26984312,186598572,TRUE,1,Entire guest suite,Entire home/apt,$83.00,1,54,4.85,1.52
26998491,203141373,TRUE,2,Entire condominium (condo),Entire home/apt,$70.00,3,93,4.73,2.55
27008717,185872492,TRUE,5,Entire rental unit,Entire home/apt,$104.00,3,13,4.85,0.6
27011653,119635149,FALSE,3,Private room in guesthouse,Private room,$105.00,1,0,NA,NA
27036203,125940696,FALSE,1,Entire rental unit,Entire home/apt,$95.00,2,7,5,0.2
27039372,8176475,FALSE,39,Entire rental unit,Entire home/apt,$175.00,2,4,4.5,0.11
27046457,56209878,TRUE,3,Private room in rental unit,Private room,$10.00,1,133,4.83,3.62
27046981,669047,TRUE,87,Entire residential home,Entire home/apt,"$1,761.00",4,1,5,0.03
27056371,10235114,FALSE,1,Entire rental unit,Entire home/apt,$130.00,2,48,4.75,1.41
27069694,203695226,FALSE,1,Entire rental unit,Entire home/apt,$74.00,3,5,4.8,0.13
27070576,94804416,FALSE,5,Entire rental unit,Entire home/apt,$110.00,3,33,4.79,0.92
27078209,132682211,FALSE,4,Private room in rental unit,Private room,$50.00,1,6,3.67,0.18
27096532,11388964,TRUE,0,Entire rental unit,Entire home/apt,$61.00,2,23,4.7,0.78
27096535,94804416,FALSE,5,Entire rental unit,Entire home/apt,$90.00,3,54,4.7,1.94
27098108,73934712,FALSE,13,Entire rental unit,Entire home/apt,$139.00,2,38,4.34,1.34
27119115,6557403,TRUE,1,Private room in rental unit,Private room,$72.00,3,18,4.94,0.53
27124446,204178103,FALSE,1,Entire rental unit,Entire home/apt,$90.00,2,2,5,0.08
27142968,154467654,FALSE,1,Tiny house,Entire home/apt,$90.00,1,89,4.82,2.62
27154834,204432444,TRUE,1,Entire condominium (condo),Entire home/apt,$200.00,3,35,4.97,2.92
27159293,203929414,FALSE,9,Entire rental unit,Entire home/apt,$283.00,1,35,4.6,1.31
27163959,145984620,FALSE,3,Private room in condominium (condo),Private room,$60.00,2,7,4.57,0.19
27165598,98479290,TRUE,5,Entire rental unit,Entire home/apt,$96.00,3,119,4.91,3.3
27166932,204553448,FALSE,1,Entire rental unit,Entire home/apt,$160.00,2,18,4.72,0.57
27177981,202492873,FALSE,3,Private room in guest suite,Private room,$100.00,2,0,NA,NA
27181823,204671172,TRUE,1,Entire rental unit,Entire home/apt,$101.00,2,115,4.86,3.13
27184934,204695892,TRUE,0,Entire rental unit,Entire home/apt,$121.00,1,75,4.72,2.05
27190051,27468706,TRUE,6,Entire rental unit,Entire home/apt,$192.00,3,57,4.93,2.12
27197120,168396296,TRUE,3,Entire rental unit,Entire home/apt,$35.00,2,80,4.89,2.26
27210699,13477708,FALSE,4,Room in serviced apartment,Hotel room,$150.00,1,0,NA,NA
27210834,13477708,FALSE,4,Room in serviced apartment,Hotel room,$150.00,1,0,NA,NA
27210931,13477708,FALSE,4,Room in serviced apartment,Hotel room,$150.00,1,0,NA,NA
27211590,13477708,FALSE,4,Room in serviced apartment,Hotel room,$150.00,1,0,NA,NA
27214013,107462308,FALSE,2,Private room in condominium (condo),Private room,"$8,499.00",1,0,NA,NA
27217406,204968006,TRUE,1,Entire rental unit,Entire home/apt,$106.00,2,29,5,0.82
27231328,17762135,FALSE,8,Entire rental unit,Entire home/apt,$91.00,2,88,4.74,2.41
27243573,3972291,TRUE,36,Entire rental unit,Entire home/apt,$222.00,3,20,4.95,0.58
27257605,58963426,FALSE,1,Entire residential home,Entire home/apt,$200.00,2,40,4.9,1.14
27271176,205196965,FALSE,1,Entire rental unit,Entire home/apt,$250.00,3,16,4.73,0.91
27302438,204759574,TRUE,1,Entire rental unit,Entire home/apt,$55.00,1,133,4.8,3.75
27304289,205703685,FALSE,13,Entire rental unit,Entire home/apt,$74.00,1,5,4,0.18
27308743,98479290,TRUE,5,Room in boutique hotel,Private room,$175.00,2,0,NA,NA
27324465,205703685,FALSE,13,Entire rental unit,Entire home/apt,$69.00,1,7,4,0.19
27336937,205999436,FALSE,1,Private room in rental unit,Private room,$21.00,1,0,NA,NA
27349334,206101213,FALSE,1,Entire rental unit,Entire home/apt,$140.00,2,62,4.9,2.06
27358739,206170213,FALSE,1,Entire rental unit,Entire home/apt,$166.00,2,65,4.66,1.99
27377264,30252976,FALSE,10,Entire rental unit,Entire home/apt,$80.00,1,5,5,0.16
27389018,669047,TRUE,87,Entire residential home,Entire home/apt,$552.00,3,1,5,0.03
27393570,206444395,FALSE,1,Entire rental unit,Entire home/apt,$141.00,60,5,4.2,0.21
27415405,206603591,TRUE,1,Private room in rental unit,Private room,$66.00,2,211,4.91,6
27422071,206408611,FALSE,1,Entire rental unit,Entire home/apt,$85.00,60,0,NA,NA
27423574,172838960,FALSE,8,Entire rental unit,Entire home/apt,$900.00,2,24,4.17,0.66
27425471,204567739,TRUE,1,Private room in condominium (condo),Private room,$75.00,1,34,4.97,0.95
27426154,206677247,FALSE,1,Entire rental unit,Entire home/apt,$94.00,3,22,4.68,0.65
27451744,24400935,TRUE,5,Private room in villa,Private room,$120.00,2,34,4.79,0.95
27454257,24400935,TRUE,5,Private room in villa,Private room,$120.00,2,33,4.94,1.24
27454540,205703685,FALSE,13,Entire rental unit,Entire home/apt,$94.00,1,2,5,0.07
27455379,206380158,FALSE,77,Entire rental unit,Entire home/apt,$162.00,1,7,4.57,0.23
27455391,205703685,FALSE,13,Entire rental unit,Entire home/apt,$178.00,1,9,4.33,0.27
27481266,207106555,TRUE,1,Entire rental unit,Entire home/apt,$80.00,2,75,4.83,2.17
27502117,31438149,FALSE,9,Private room in condominium (condo),Private room,$47.00,2,74,4.65,2.04
27506451,207374827,TRUE,1,Entire rental unit,Entire home/apt,$140.00,4,71,4.99,1.95
27513243,203929414,FALSE,9,Entire rental unit,Entire home/apt,$109.00,1,18,4.89,1.61
27513530,203929414,FALSE,9,Entire rental unit,Entire home/apt,$80.00,1,1,0,0.03
27515029,141121267,TRUE,3,Entire rental unit,Entire home/apt,$105.00,1,44,4.98,1.26
27515222,2504885,FALSE,59,Entire rental unit,Entire home/apt,$104.00,2,8,4.5,0.29
27517270,20685673,TRUE,4,Entire rental unit,Entire home/apt,$95.00,1,212,4.85,6.01
27533534,205703685,FALSE,13,Entire rental unit,Entire home/apt,$121.00,1,38,4.42,1.14
27534086,205703685,FALSE,13,Entire rental unit,Entire home/apt,$91.00,1,4,5,0.12
27534273,205703685,FALSE,13,Entire rental unit,Entire home/apt,$82.00,1,1,0,0.03
27539099,207743122,FALSE,1,Entire condominium (condo),Entire home/apt,$200.00,7,0,NA,NA
27546454,204812276,TRUE,1,Entire rental unit,Entire home/apt,$65.00,2,42,4.93,1.16
27547969,207835147,TRUE,1,Entire rental unit,Entire home/apt,$120.00,1,65,4.89,1.94
27548595,131261322,FALSE,7,Private room in rental unit,Private room,$45.00,1,123,4.09,3.4
27563565,31731422,TRUE,4,Entire rental unit,Entire home/apt,$80.00,3,55,4.75,1.57
27567788,103640525,FALSE,3,Entire rental unit,Entire home/apt,$130.00,2,84,4.82,2.34
27576962,208021374,TRUE,3,Entire rental unit,Entire home/apt,$159.00,1,19,5,0.54
27596547,51054790,TRUE,7,Entire rental unit,Entire home/apt,$200.00,2,1,5,0.03
27599571,132992706,FALSE,8,Entire rental unit,Entire home/apt,$200.00,2,0,NA,NA
27600068,132992706,FALSE,8,Entire rental unit,Entire home/apt,$200.00,2,0,NA,NA
27605918,132992706,FALSE,8,Room in serviced apartment,Hotel room,$600.00,1,0,NA,NA
27615894,132992706,FALSE,8,Room in serviced apartment,Hotel room,$600.00,2,0,NA,NA
27617245,10329111,TRUE,2,Entire rental unit,Entire home/apt,$290.00,2,57,4.93,1.65
27617451,132992706,FALSE,8,Room in serviced apartment,Hotel room,$600.00,2,0,NA,NA
27618661,132992706,FALSE,8,Room in boutique hotel,Hotel room,$600.00,2,1,5,0.03
27634092,208533198,TRUE,2,Entire rental unit,Entire home/apt,$122.00,1,28,4.79,0.79
27636393,10989537,TRUE,7,Entire condominium (condo),Entire home/apt,$78.00,3,190,4.76,5.31
27644378,89512390,TRUE,6,Entire rental unit,Entire home/apt,$178.00,2,147,4.91,4.48
27648174,14357135,FALSE,41,Entire rental unit,Entire home/apt,$80.00,1,17,4.25,0.47
27649502,208265846,FALSE,1,Entire rental unit,Entire home/apt,$35.00,2,99,4.75,2.8
27650005,3060084,FALSE,8,Entire rental unit,Entire home/apt,$100.00,1,44,4.23,1.86
27650550,203929414,FALSE,9,Entire loft,Entire home/apt,$99.00,1,10,4.9,0.95
27650684,3060084,FALSE,8,Room in hotel,Private room,$151.00,1,1,3,0.06
27651070,203929414,FALSE,9,Entire rental unit,Entire home/apt,$64.00,1,17,3.94,0.96
27651931,122440913,FALSE,3,Private room in rental unit,Private room,$48.00,1,3,4.67,0.08
27653430,14357135,FALSE,41,Entire rental unit,Entire home/apt,$50.00,1,22,4.27,0.65
27653431,14357135,FALSE,41,Entire rental unit,Entire home/apt,$60.00,1,11,4.09,0.42
27671748,208851053,FALSE,1,Entire condominium (condo),Entire home/apt,$97.00,1,7,4.57,0.2
27687653,10989537,TRUE,7,Entire rental unit,Entire home/apt,$79.00,3,171,4.64,4.82
27712250,195796240,FALSE,30,Entire rental unit,Entire home/apt,$112.00,2,11,4.09,0.4
27714956,31438149,FALSE,9,Private room in condominium (condo),Private room,$53.00,2,74,4.58,2.05
27715289,209237742,TRUE,1,Entire rental unit,Entire home/apt,$319.00,3,90,5,2.54
27719269,209269074,FALSE,1,Entire villa,Entire home/apt,$100.00,2,45,4.89,1.26
27725625,31438149,FALSE,9,Private room in condominium (condo),Private room,$43.00,2,46,4.89,1.31
27742279,3972291,TRUE,36,Entire rental unit,Entire home/apt,$168.00,3,0,NA,NA
27746803,38449713,FALSE,1,Entire rental unit,Entire home/apt,$123.00,2,22,4.41,0.63
27770110,209670528,TRUE,1,Entire rental unit,Entire home/apt,$74.00,1,46,4.96,1.32
27825524,132682211,FALSE,4,Shared room in rental unit,Shared room,$40.00,1,5,4.4,0.14
27827937,210137804,TRUE,1,Entire rental unit,Entire home/apt,$70.00,4,44,4.93,1.49
27840473,24400935,TRUE,5,Private room in villa,Private room,$120.00,2,25,4.92,0.94
27844520,29204201,FALSE,2,Entire rental unit,Entire home/apt,$400.00,3,3,4.67,0.09
27846087,203929414,FALSE,9,Entire rental unit,Entire home/apt,$85.00,1,1,4,0.04
27862042,203929414,FALSE,9,Private room in rental unit,Private room,$63.00,1,4,3.25,0.22
27862052,210446933,FALSE,1,Entire rental unit,Entire home/apt,$66.00,1,51,4.71,1.48
27862450,203929414,FALSE,9,Entire rental unit,Entire home/apt,$75.00,1,5,4.2,0.15
27869564,210518842,TRUE,1,Entire rental unit,Entire home/apt,$110.00,3,62,4.94,2.28
27873617,210549106,FALSE,1,Entire rental unit,Entire home/apt,$84.00,2,84,4.66,2.37
27876076,2989083,TRUE,3,Entire rental unit,Entire home/apt,$93.00,1,146,4.92,4.1
27884814,669047,TRUE,87,Entire rental unit,Entire home/apt,$264.00,3,0,NA,NA
27891542,210694224,TRUE,1,Entire rental unit,Entire home/apt,$132.00,2,52,4.86,1.51
27893990,102241176,FALSE,2,Entire residential home,Entire home/apt,$37.00,1,69,4.63,1.97
27903191,210776848,TRUE,1,Entire rental unit,Entire home/apt,$100.00,2,123,4.85,3.8
27905378,210798771,FALSE,1,Entire rental unit,Entire home/apt,$100.00,3,23,4.82,0.67
27925305,126941407,FALSE,9,Entire rental unit,Entire home/apt,$61.00,3,39,4.21,1.14
27932431,2718137,FALSE,5,Private room in rental unit,Private room,$70.00,1,182,4.66,5.2
27939676,208533198,TRUE,2,Entire rental unit,Entire home/apt,$125.00,1,34,4.85,0.96
27943543,6654661,TRUE,2,Entire rental unit,Entire home/apt,$100.00,2,40,4.85,1.18
27948475,201491444,TRUE,2,Entire condominium (condo),Entire home/apt,$85.00,2,13,5,0.37
27974840,2807913,FALSE,3,Entire loft,Entire home/apt,$140.00,3,9,4.78,0.38
27974864,669047,TRUE,87,Entire rental unit,Entire home/apt,$264.00,3,2,5,0.06
27976579,211299395,FALSE,1,Entire rental unit,Entire home/apt,$93.00,2,23,4.78,0.66
27981504,211323886,TRUE,1,Entire rental unit,Entire home/apt,$110.00,2,51,4.96,1.46
27982865,71123036,FALSE,2,Entire rental unit,Entire home/apt,$45.00,2,117,4.51,3.32
27994615,47257,FALSE,1,Entire rental unit,Entire home/apt,$400.00,2,0,NA,NA
27997932,211460375,FALSE,1,Entire rental unit,Entire home/apt,$101.00,3,15,4.67,0.5
28000910,2989083,TRUE,3,Entire rental unit,Entire home/apt,$74.00,1,120,4.98,3.55
28002843,178963743,FALSE,4,Entire rental unit,Entire home/apt,$122.00,3,68,4.69,2.02
28006077,211518037,TRUE,1,Entire condominium (condo),Entire home/apt,$90.00,3,15,5,0.43
28006834,130571162,TRUE,1,Entire residential home,Entire home/apt,$85.00,6,20,4.95,0.57
28022331,153493391,TRUE,3,Entire rental unit,Entire home/apt,$263.00,1,175,4.95,5.04
28038936,153954052,FALSE,9,Entire rental unit,Entire home/apt,$188.00,2,6,4.83,0.17
28040826,40852487,TRUE,5,Entire rental unit,Entire home/apt,$131.00,3,84,4.89,2.43
28045240,211840415,TRUE,1,Entire townhouse,Entire home/apt,$105.00,1,16,4.88,0.48
28049180,20685673,TRUE,4,Private room in rental unit,Private room,$85.00,1,151,4.85,4.26
28059611,12497228,TRUE,11,Entire rental unit,Entire home/apt,$140.00,2,54,4.93,1.54
28068007,189555381,TRUE,2,Entire rental unit,Entire home/apt,$250.00,3,11,4.91,0.41
28071011,212048602,TRUE,1,Entire rental unit,Entire home/apt,$75.00,2,55,4.96,1.59
28072982,206380158,FALSE,77,Entire rental unit,Entire home/apt,$165.00,1,9,4,0.27
28073916,135690433,FALSE,1,Entire rental unit,Entire home/apt,$100.00,2,32,4.94,0.9
28074300,206380158,FALSE,77,Entire rental unit,Entire home/apt,$227.00,1,0,NA,NA
28074327,206380158,FALSE,77,Entire rental unit,Entire home/apt,$151.00,1,1,3,0.03
28074333,206380158,FALSE,77,Entire rental unit,Entire home/apt,$110.00,1,2,4,0.06
28074339,206380158,FALSE,77,Entire rental unit,Entire home/apt,$198.00,1,7,4.14,0.22
28074353,206380158,FALSE,77,Entire rental unit,Entire home/apt,$129.00,1,2,4.5,0.06
28077021,88661742,TRUE,1,Entire rental unit,Entire home/apt,$103.00,2,25,4.92,0.72
28078000,19319769,TRUE,1,Entire condominium (condo),Entire home/apt,$152.00,2,149,4.99,4.37
28093451,29435460,TRUE,1,Entire rental unit,Entire home/apt,$65.00,1,51,4.98,2.03
28095591,203141373,TRUE,2,Entire rental unit,Entire home/apt,$84.00,2,75,4.56,2.13
28117126,148635164,TRUE,2,Entire rental unit,Entire home/apt,$70.00,1,172,4.87,4.9
28121953,16117448,TRUE,4,Entire rental unit,Entire home/apt,$155.00,3,9,5,0.26
28124894,97583266,FALSE,9,Entire rental unit,Entire home/apt,$168.00,2,15,4.73,0.44
28125365,212443330,TRUE,2,Entire rental unit,Entire home/apt,$80.00,2,20,4.9,0.57
28144974,187610887,TRUE,1,Entire rental unit,Entire home/apt,$83.00,1,120,4.78,3.51
28168626,212763422,TRUE,1,Entire rental unit,Entire home/apt,$81.00,2,99,4.85,2.81
28172051,1438903,FALSE,25,Entire rental unit,Entire home/apt,$245.00,7,6,4.5,0.26
28174372,188534740,FALSE,1,Entire condominium (condo),Entire home/apt,$55.00,1,68,4.91,1.96
28194187,15053205,TRUE,1,Entire rental unit,Entire home/apt,$80.00,2,42,4.86,1.19
28208702,147027860,FALSE,2,Entire rental unit,Entire home/apt,$94.00,2,27,4.81,0.79
28253694,59864368,FALSE,3,Entire rental unit,Entire home/apt,$83.00,1,1,4,0.04
28256258,9017175,FALSE,16,Entire rental unit,Entire home/apt,$126.00,3,72,4.64,2.07
28274023,213535416,TRUE,1,Entire rental unit,Entire home/apt,$71.00,2,114,4.85,3.26
28275273,206380158,FALSE,77,Entire rental unit,Entire home/apt,$216.00,1,0,NA,NA
28275275,206380158,FALSE,77,Entire rental unit,Entire home/apt,$226.00,1,8,3.88,0.23
28275362,67159683,FALSE,6,Entire rental unit,Entire home/apt,$95.00,3,39,4.59,1.11
28299410,213709522,FALSE,1,Entire rental unit,Entire home/apt,$350.00,2,0,NA,NA
28300442,213715147,TRUE,1,Entire rental unit,Entire home/apt,$150.00,3,25,4.92,0.97
28301261,184580691,FALSE,5,Private room in bed and breakfast,Private room,$45.00,1,4,4,0.14
28301850,184580691,FALSE,5,Private room in bed and breakfast,Private room,$50.00,1,5,4.8,0.22
28324122,6019189,TRUE,17,Entire residential home,Entire home/apt,$140.00,2,16,4.94,0.56
28324181,212465314,TRUE,1,Entire rental unit,Entire home/apt,$55.00,2,23,4.83,0.67
28339591,15497690,TRUE,3,Entire rental unit,Entire home/apt,$100.00,3,80,4.96,2.29
28351818,214062359,FALSE,9,Entire rental unit,Entire home/apt,$174.00,2,6,4.17,2.37
28352752,15718434,FALSE,5,Private room in condominium (condo),Private room,$39.00,2,4,5,0.12
28352967,214062359,FALSE,9,Entire rental unit,Entire home/apt,$243.00,2,26,4.5,0.79
28359067,6759756,TRUE,12,Entire rental unit,Entire home/apt,$220.00,3,7,5,0.59
28374955,107975199,TRUE,1,Entire townhouse,Entire home/apt,$120.00,2,57,4.91,1.61
28379427,73934712,FALSE,13,Entire rental unit,Entire home/apt,$119.00,2,30,4.43,0.96
28379918,214246148,FALSE,2,Entire rental unit,Entire home/apt,$50.00,1,45,4.62,1.65
28380919,119918135,FALSE,2,Entire loft,Entire home/apt,$113.00,1,114,4.53,3.3
28417084,214545837,FALSE,1,Entire rental unit,Entire home/apt,$81.00,3,15,4.8,0.47
28438681,214688315,TRUE,2,Entire rental unit,Entire home/apt,$116.00,2,123,4.99,3.52
28457479,185628859,FALSE,1,Entire rental unit,Entire home/apt,$45.00,1,58,4.91,1.66
28459195,190134223,FALSE,2,Entire residential home,Entire home/apt,$80.00,2,1,5,0.03
28459857,177648040,FALSE,12,Entire rental unit,Entire home/apt,$90.00,2,8,4.25,0.29
28460453,68714933,FALSE,0,Entire rental unit,Entire home/apt,$89.00,1,6,5,0.33
28502404,9594397,FALSE,1,Private room in bed and breakfast,Private room,$115.00,1,1,5,0.06
28504396,67406087,FALSE,8,Entire rental unit,Entire home/apt,$90.00,3,40,4.75,1.16
28505539,215156155,FALSE,1,Entire rental unit,Entire home/apt,$650.00,1,2,5,0.09
28515461,105704488,FALSE,1,Entire rental unit,Entire home/apt,$180.00,1,1,5,0.03
28515464,105704488,FALSE,1,Entire rental unit,Entire home/apt,$215.00,1,1,5,0.04
28515467,105704488,FALSE,1,Entire rental unit,Entire home/apt,$140.00,1,2,3.5,0.09
28515468,105704488,FALSE,1,Entire rental unit,Entire home/apt,$120.00,1,5,4.8,0.19
28518319,19032923,TRUE,1,Entire rental unit,Entire home/apt,$87.00,2,174,4.97,5.07
28529374,192859136,FALSE,3,Entire rental unit,Entire home/apt,$138.00,2,32,4.13,0.97
28533917,137608449,FALSE,6,Entire rental unit,Entire home/apt,$105.00,1,0,NA,NA
28555353,104923977,TRUE,2,Entire rental unit,Entire home/apt,$60.00,2,33,4.97,0.94
28560731,215549444,TRUE,1,Entire rental unit,Entire home/apt,$60.00,1,9,4.89,0.36
28561525,21094861,FALSE,3,Entire rental unit,Entire home/apt,$76.00,1,107,4.42,3.37
28562479,21094861,FALSE,3,Entire rental unit,Entire home/apt,$52.00,1,77,4.62,2.45
28594104,215806409,TRUE,3,Entire rental unit,Entire home/apt,$195.00,3,1,5,0.04
28609579,169979425,TRUE,1,Entire condominium (condo),Entire home/apt,$100.00,2,131,4.88,3.86
28629026,141121267,TRUE,3,Entire rental unit,Entire home/apt,$106.00,1,32,4.94,0.94
28636522,116487780,TRUE,2,Entire rental unit,Entire home/apt,$151.00,7,4,5,0.16
28656172,510349,TRUE,0,Entire rental unit,Entire home/apt,$186.00,2,1,5,0.05
28659177,204043952,FALSE,4,Private room in bed and breakfast,Private room,$79.00,1,3,4,0.24
28675545,190388209,TRUE,10,Entire rental unit,Entire home/apt,$135.00,3,17,4.94,0.5
28678045,15751019,TRUE,2,Entire rental unit,Entire home/apt,$88.00,2,58,4.84,2.04
28687325,289615,FALSE,100,Entire rental unit,Entire home/apt,$128.00,2,18,4.33,0.57
28704569,289615,FALSE,100,Entire rental unit,Entire home/apt,$102.00,2,19,4.74,0.56
28706771,195796240,FALSE,30,Entire rental unit,Entire home/apt,$99.00,2,34,4.59,1.41
28711981,11869382,FALSE,1,Entire loft,Entire home/apt,$120.00,14,14,4.71,0.5
28716220,12342250,TRUE,3,Entire rental unit,Entire home/apt,$48.00,1,5,4.8,0.16
28727694,72146639,FALSE,1,Entire rental unit,Entire home/apt,$75.00,2,25,4.61,0.73
28733361,35877431,FALSE,1,Private room in rental unit,Private room,$18.00,1,2,4.5,0.06
28757696,216916937,FALSE,1,Entire rental unit,Entire home/apt,$85.00,1,66,4.83,1.95
28761235,216948671,TRUE,4,Private room in rental unit,Private room,$47.00,1,53,4.42,1.55
28762192,216948671,TRUE,4,Private room in rental unit,Private room,$75.00,1,25,4.5,0.85
28767644,69921858,TRUE,9,Room in serviced apartment,Hotel room,$240.00,3,0,NA,NA
28771262,289615,FALSE,100,Entire rental unit,Entire home/apt,$277.00,2,15,4.33,0.47
28776455,216248884,FALSE,1,Entire rental unit,Entire home/apt,$100.00,3,13,4.92,0.48
28799045,217178413,FALSE,1,Entire rental unit,Entire home/apt,$150.00,4,0,NA,NA
28806478,127344619,FALSE,2,Entire rental unit,Entire home/apt,$60.00,3,20,4.95,0.61
28820537,46914920,FALSE,3,Entire rental unit,Entire home/apt,$74.00,2,20,4.6,0.58
28820932,3060084,FALSE,8,Room in hotel,Private room,$82.00,1,1,4,0.11
28848895,18151381,TRUE,12,Private room in rental unit,Private room,$57.00,1,206,4.89,5.98
28857367,18151381,TRUE,12,Private room in rental unit,Private room,$59.00,1,150,4.83,4.36
28857743,217236355,FALSE,1,Entire rental unit,Entire home/apt,$100.00,1,37,4.84,1.1
28858662,217027766,FALSE,4,Private room in residential home,Private room,$34.00,1,12,4.45,0.35
28859548,217027766,FALSE,4,Private room in residential home,Private room,$40.00,1,24,4.5,0.69
28876975,29434236,FALSE,2,Entire guest suite,Entire home/apt,$60.00,3,2,5,0.06
28884005,101598912,TRUE,1,Entire rental unit,Entire home/apt,$80.00,4,26,5,0.93
28888340,73934712,FALSE,13,Entire rental unit,Entire home/apt,$119.00,2,36,4.89,1.07
28928213,7167809,TRUE,3,Entire rental unit,Entire home/apt,$120.00,29,56,4.79,1.62
28975352,218382241,FALSE,3,Private room in bed and breakfast,Private room,$190.00,1,0,NA,NA
28976565,218382241,FALSE,3,Private room in bed and breakfast,Private room,$190.00,1,0,NA,NA
28978029,63194257,FALSE,6,Entire rental unit,Entire home/apt,$139.00,2,13,4.83,0.38
28994517,218382241,FALSE,3,Private room in bed and breakfast,Private room,$180.00,1,0,NA,NA
29004368,218253532,TRUE,1,Entire rental unit,Entire home/apt,$90.00,2,30,4.97,0.95
29028510,3972291,TRUE,36,Entire condominium (condo),Entire home/apt,$247.00,3,8,4.75,0.69
29028696,3972291,TRUE,36,Entire condominium (condo),Entire home/apt,$236.00,3,13,5,0.59
29049290,218909983,FALSE,1,Entire serviced apartment,Entire home/apt,$56.00,1,8,5,0.23
29049729,35686899,TRUE,1,Entire rental unit,Entire home/apt,$80.00,3,16,4.88,0.51
29052589,174418896,FALSE,12,Entire rental unit,Entire home/apt,$500.00,2,44,4.16,1.34
29053977,38623763,TRUE,4,Entire rental unit,Entire home/apt,$99.00,3,24,4.92,0.79
29054990,5602851,FALSE,0,Entire rental unit,Entire home/apt,$82.00,2,2,5,0.11
29056606,140730604,TRUE,2,Entire rental unit,Entire home/apt,$79.00,3,4,5,0.17
29066989,25341542,TRUE,1,Private room in rental unit,Private room,$35.00,2,20,4.8,0.58
29072174,188112161,FALSE,1,Entire rental unit,Entire home/apt,$115.00,4,40,4.7,1.17
29072193,15337957,FALSE,10,Entire rental unit,Entire home/apt,$280.00,3,24,4.96,0.71
29072377,16705466,TRUE,4,Entire rental unit,Entire home/apt,$73.00,3,83,4.78,2.43
29075590,92120331,TRUE,2,Entire rental unit,Entire home/apt,$89.00,7,73,4.9,2.51
29080015,401113,TRUE,11,Entire rental unit,Entire home/apt,$207.00,2,10,4.78,0.33
29097042,15718434,FALSE,5,Shared room in condominium (condo),Shared room,$19.00,1,8,4.5,0.31
29114942,9183768,FALSE,1,Entire rental unit,Entire home/apt,$110.00,2,73,4.78,2.39
29117458,218728234,FALSE,1,Entire rental unit,Entire home/apt,$140.00,2,2,4.5,0.07
29118704,1438903,FALSE,25,Entire rental unit,Entire home/apt,$357.00,2,3,4.67,0.1
29144881,219611328,TRUE,1,Entire rental unit,Entire home/apt,$171.00,2,20,4.95,0.68
29147428,63194257,FALSE,6,Entire rental unit,Entire home/apt,$119.00,2,24,4.75,0.71
29152465,219030987,TRUE,2,Entire residential home,Entire home/apt,$89.00,2,21,4.95,0.73
29169868,112530045,TRUE,1,Entire loft,Entire home/apt,$60.00,2,107,4.92,3.61
29171426,189900693,TRUE,5,Entire rental unit,Entire home/apt,$403.00,1,65,4.83,1.94
29176552,219848114,FALSE,1,Entire rental unit,Entire home/apt,"$1,200.00",13,24,5,0.7
29198645,18151381,TRUE,12,Private room in rental unit,Private room,$59.00,1,6,4.83,0.33
29200429,91636027,TRUE,4,Entire rental unit,Entire home/apt,$130.00,2,77,4.79,2.26
29202871,220038083,FALSE,1,Entire residential home,Entire home/apt,$65.00,2,54,4.91,1.7
29207534,669047,TRUE,87,Entire rental unit,Entire home/apt,$396.00,5,8,4.88,0.37
29208463,15005402,TRUE,13,Entire rental unit,Entire home/apt,$100.00,3,4,4.5,0.15
29212933,66497599,TRUE,1,Entire rental unit,Entire home/apt,$87.00,1,102,4.88,3.01
29232006,220220091,FALSE,1,Entire rental unit,Entire home/apt,$97.00,2,3,5,0.09
29248385,59864368,FALSE,3,Entire rental unit,Entire home/apt,$120.00,1,1,5,0.04
29255439,220407915,TRUE,1,Entire rental unit,Entire home/apt,$87.00,2,20,4.95,0.62
29258353,146847079,TRUE,1,Entire rental unit,Entire home/apt,$97.00,2,95,4.95,3.51
29273437,25887822,FALSE,5,Room in serviced apartment,Hotel room,$59.00,1,10,4.3,0.3
29274894,174569424,TRUE,3,Entire residential home,Entire home/apt,$100.00,2,16,4.88,0.58
29276935,220565353,FALSE,4,Private room in bed and breakfast,Private room,$40.00,1,48,4.67,1.62
29296827,220696036,FALSE,1,Private room in rental unit,Private room,$100.00,2,0,NA,NA
29302422,22423242,TRUE,11,Entire rental unit,Entire home/apt,$418.00,2,49,4.69,1.46
